Name,Party,Ethnicity,Gender,Type,Parliament
Chng Hee Kok,People's Action Party,Chinese,Male,MP,6
Goh Choon Kang,People's Action Party,Chinese,Male,MP,6
Heng Chiang Meng,People's Action Party,Chinese,Male,MP,6
Ho Tat Kin,People's Action Party,Chinese,Male,MP,6
"Hu Tsu Tau, Richard",People's Action Party,Chinese,Male,MP,6
Ibrahim Othman,People's Action Party,Chinese,Male,MP,6
Koh Lam Son,People's Action Party,Chinese,Male,MP,6
Lee Boon Yang,People's Action Party,Chinese,Male,MP,6
Lee Hsien Loong,People's Action Party,Chinese,Male,MP,6
Leong Horn Kee,People's Action Party,Chinese,Male,MP,6
Tan Dixie,People's Action Party,Chinese,Female,MP,6
"Tan Tee Yong, Philip",People's Action Party,Chinese,Male,MP,6
Tang Guan Seng,People's Action Party,Chinese,Male,MP,6
"Vasoo, S",People's Action Party,Indian,Male,MP,6
Wang Kai Yuen,People's Action Party,Chinese,Male,MP,6
Wong Aline K,People's Action Party,Chinese,Female,MP,6
Wong Kan Seng,People's Action Party,Chinese,Male,MP,6
Yatiman Yusof,People's Action Party,Malay,Male,MP,6
Yeo Cheow Tong,People's Action Party,Chinese,Male,MP,6
Yu-Foo Yee Shoon,People's Action Party,Chinese,Female,MP,6
Zulkifli Bin Mohamed,People's Action Party,Malay,Male,MP,6
Ho Kah Leong,People's Action Party,Chinese,Male,MP,7
Lee Kuan Yew,People's Action Party,Chinese,Male,MP,7
Ng Kah Ting,People's Action Party,Chinese,Male,MP,7
Ch'ng Jit Koon,People's Action Party,Chinese,Male,MP,7
Chua Sian Chin,People's Action Party,Chinese,Male,MP,7
Sia Khoon Seong,People's Action Party,Chinese,Male,MP,7
Tan H.H. Augustine,People's Action Party,Chinese,Male,MP,7
Yeo Toon Chia,People's Action Party,Chinese,Male,MP,7
Ahmad Mattar,People's Action Party,Malay,Male,MP,7
Chin Harn Tong,People's Action Party,Chinese,Male,MP,7
Lee Yiok Seng,People's Action Party,Chinese,Male,MP,7
Ong Teng Cheong,People's Action Party,Chinese,Male,MP,7
"Chen Tien Lap, Bernard",People's Action Party,Chinese,Male,MP,7
Goh Chok Tong,People's Action Party,Chinese,Male,MP,7
Koh Lip Lin,People's Action Party,Chinese,Male,MP,7
Lau Teik Soon,People's Action Party,Chinese,Male,MP,7
Lim Chee Onn,People's Action Party,Chinese,Male,MP,7
Ow Chin Hock,People's Action Party,Chinese,Male,MP,7
S. Dhanabalan,People's Action Party,Indian,Male,MP,7
Sidek Bin Saniff,People's Action Party,Malay,Male,MP,7
"Tan Keng Yam, Tony",People's Action Party,Chinese,Male,MP,7
Tan Soo Khoon,People's Action Party,Chinese,Male,MP,7
Teo Chong Tee,People's Action Party,Chinese,Male,MP,7
"Yap Giau Cheng, Eugene",People's Action Party,Chinese,Male,MP,7
Abbas Abu Amin,People's Action Party,Malay,Male,MP,7
Goh Chee Wee,People's Action Party,Chinese,Male,MP,7
S Jayakumar,People's Action Party,Indian,Male,MP,7
Lau Ping Sum,People's Action Party,Chinese,Male,MP,7
Lee Yock Suan,People's Action Party,Chinese,Male,MP,7
Lim Boon Heng,People's Action Party,Chinese,Male,MP,7
Othman Bin Haron Eusofe,People's Action Party,Malay,Male,MP,7
Tan Cheng Bock,People's Action Party,Chinese,Male,MP,7
Tay Eng Soon,People's Action Party,Chinese,Male,MP,7
Wan Hussin Zoohri,People's Action Party,Malay,Male,MP,7
Wan Soon Bee,People's Action Party,Chinese,Male,MP,7
Wong Kwei Cheong,People's Action Party,Chinese,Male,MP,7
Yeo Ning Hong,People's Action Party,Chinese,Male,MP,7
Abdullah Bin Tarmugi,People's Action Party,Malay,Male,MP,7
"Beng Kian Lam, Arthur",People's Action Party,Chinese,Male,MP,7
Chew Heng Ching,People's Action Party,Chinese,Male,MP,7
Chiam See Tong,Singapore Democratic Alliance,Chinese,Male,MP,7
Chng Hee Kok,People's Action Party,Chinese,Male,MP,7
Goh Choon Kang,People's Action Party,Chinese,Male,MP,7
Heng Chiang Meng,People's Action Party,Chinese,Male,MP,7
Ho Tat Kin,People's Action Party,Chinese,Male,MP,7
"Hu Tsu Tau, Richard",People's Action Party,Chinese,Male,MP,7
Ibrahim Othman,People's Action Party,Chinese,Male,MP,7
Koh Lam Son,People's Action Party,Chinese,Male,MP,7
Lee Boon Yang,People's Action Party,Chinese,Male,MP,7
Lee Hsien Loong,People's Action Party,Chinese,Male,MP,7
Leong Horn Kee,People's Action Party,Chinese,Male,MP,7
Tan Dixie,People's Action Party,Chinese,Female,MP,7
"Tan Tee Yong, Philip",People's Action Party,Chinese,Male,MP,7
Tang Guan Seng,People's Action Party,Chinese,Male,MP,7
"Vasoo, S",People's Action Party,Indian,Male,MP,7
Wang Kai Yuen,People's Action Party,Chinese,Male,MP,7
Wong Aline K,People's Action Party,Chinese,Female,MP,7
Wong Kan Seng,People's Action Party,Chinese,Male,MP,7
Yatiman Yusof,People's Action Party,Malay,Male,MP,7
Yeo Cheow Tong,People's Action Party,Chinese,Male,MP,7
Yu-Foo Yee Shoon,People's Action Party,Chinese,Female,MP,7
Zulkifli Bin Mohamed,People's Action Party,Malay,Male,MP,7
Abdul Nasser Bin Kamarudin,People's Action Party,Malay,Male,MP,7
Chay Wai Chuen,People's Action Party,Chinese,Male,MP,7
"Chen Seow Phun, John, Dr",People's Action Party,Chinese,Male,MP,7
Charles Chong,People's Action Party,Chinese,Male,MP,7
"Choo, Maurice, Assoc Prof",NMP,Chinese,Male,NMP,7
Choo Wee Khiang,People's Action Party,Chinese,Male,MP,7
Davinder Singh,People's Action Party,Chinese,Male,MP,7
"Hong Hai, Dr",People's Action Party,Chinese,Male,MP,7
"Lee Siew Choh, Dr",Workers' Party,Chinese,Male,NCMP,7
Leong Chee Whye,NMP,Chinese,Male,NMP,7
Lew Syn Pau,People's Action Party,Chinese,Male,MP,7
Loh Meng See,People's Action Party,Chinese,Male,MP,7
"Low Seow Chay, Assoc Prof",People's Action Party,Chinese,Male,MP,7
Mah Bow Tan,People's Action Party,Chinese,Male,MP,7
Ng Pock Too,People's Action Party,Chinese,Male,MP,7
"Ong Chit Chung, Dr",People's Action Party,Chinese,Male,MP,7
Peh Chin Hua,People's Action Party,Chinese,Male,MP,7
"Sung, Peter",People's Action Party,Chinese,Male,MP,7
"Seet Ai Mei, Dr",People's Action Party,Chinese,Male,MP,7
K Shanmugam,People's Action Party,Indian,Male,MP,7
"Yeo Yong-Boon, George",People's Action Party,Chinese,Male,MP,7
Ho Kah Leong,People's Action Party,Chinese,Male,MP,8
Lee Kuan Yew,People's Action Party,Chinese,Male,MP,8
Ch'ng Jit Koon,People's Action Party,Chinese,Male,MP,8
Yeo Toon Chia,People's Action Party,Chinese,Male,MP,8
Ahmad Mattar,People's Action Party,Malay,Male,MP,8
Chin Harn Tong,People's Action Party,Chinese,Male,MP,8
Lee Yiok Seng,People's Action Party,Chinese,Male,MP,8
Ong Teng Cheong,People's Action Party,Chinese,Male,MP,8
"Chen Tien Lap, Bernard",People's Action Party,Chinese,Male,MP,8
Goh Chok Tong,People's Action Party,Chinese,Male,MP,8
Koh Lip Lin,People's Action Party,Chinese,Male,MP,8
Lau Teik Soon,People's Action Party,Chinese,Male,MP,8
Lim Chee Onn,People's Action Party,Chinese,Male,MP,8
Ow Chin Hock,People's Action Party,Chinese,Male,MP,8
S. Dhanabalan,People's Action Party,Indian,Male,MP,8
Sidek Bin Saniff,People's Action Party,Malay,Male,MP,8
"Tan Keng Yam, Tony",People's Action Party,Chinese,Male,MP,8
Tan Soo Khoon,People's Action Party,Chinese,Male,MP,8
Teo Chong Tee,People's Action Party,Chinese,Male,MP,8
"Yap Giau Cheng, Eugene",People's Action Party,Chinese,Male,MP,8
Goh Chee Wee,People's Action Party,Chinese,Male,MP,8
S Jayakumar,People's Action Party,Indian,Male,MP,8
Lau Ping Sum,People's Action Party,Chinese,Male,MP,8
Lee Yock Suan,People's Action Party,Chinese,Male,MP,8
Lim Boon Heng,People's Action Party,Chinese,Male,MP,8
Othman Bin Haron Eusofe,People's Action Party,Malay,Male,MP,8
Tan Cheng Bock,People's Action Party,Chinese,Male,MP,8
Tay Eng Soon,People's Action Party,Chinese,Male,MP,8
Wan Soon Bee,People's Action Party,Chinese,Male,MP,8
Wong Kwei Cheong,People's Action Party,Chinese,Male,MP,8
Yeo Ning Hong,People's Action Party,Chinese,Male,MP,8
Abdullah Bin Tarmugi,People's Action Party,Malay,Male,MP,8
"Beng Kian Lam, Arthur",People's Action Party,Chinese,Male,MP,8
Chew Heng Ching,People's Action Party,Chinese,Male,MP,8
Chiam See Tong,Singapore Democratic Alliance,Chinese,Male,MP,8
Chng Hee Kok,People's Action Party,Chinese,Male,MP,8
Goh Choon Kang,People's Action Party,Chinese,Male,MP,8
Heng Chiang Meng,People's Action Party,Chinese,Male,MP,8
Ho Tat Kin,People's Action Party,Chinese,Male,MP,8
"Hu Tsu Tau, Richard",People's Action Party,Chinese,Male,MP,8
Ibrahim Othman,People's Action Party,Chinese,Male,MP,8
Lee Boon Yang,People's Action Party,Chinese,Male,MP,8
Lee Hsien Loong,People's Action Party,Chinese,Male,MP,8
Leong Horn Kee,People's Action Party,Chinese,Male,MP,8
"Vasoo, S",People's Action Party,Indian,Male,MP,8
Wang Kai Yuen,People's Action Party,Chinese,Male,MP,8
Wong Aline K,People's Action Party,Chinese,Female,MP,8
Wong Kan Seng,People's Action Party,Chinese,Male,MP,8
Yatiman Yusof,People's Action Party,Malay,Male,MP,8
Yeo Cheow Tong,People's Action Party,Chinese,Male,MP,8
Yu-Foo Yee Shoon,People's Action Party,Chinese,Female,MP,8
Zulkifli Bin Mohamed,People's Action Party,Malay,Male,MP,8
Chay Wai Chuen,People's Action Party,Chinese,Male,MP,8
"Chen Seow Phun, John, Dr",People's Action Party,Chinese,Male,MP,8
Charles Chong,People's Action Party,Chinese,Male,MP,8
Choo Wee Khiang,People's Action Party,Chinese,Male,MP,8
Davinder Singh,People's Action Party,Chinese,Male,MP,8
Lew Syn Pau,People's Action Party,Chinese,Male,MP,8
Loh Meng See,People's Action Party,Chinese,Male,MP,8
"Low Seow Chay, Assoc Prof",People's Action Party,Chinese,Male,MP,8
Mah Bow Tan,People's Action Party,Chinese,Male,MP,8
"Ong Chit Chung, Dr",People's Action Party,Chinese,Male,MP,8
Peh Chin Hua,People's Action Party,Chinese,Male,MP,8
"Sung, Peter",People's Action Party,Chinese,Male,MP,8
K Shanmugam,People's Action Party,Indian,Male,MP,8
"Yeo Yong-Boon, George",People's Action Party,Chinese,Male,MP,8
"Chen Koon Lap, Kenneth",People's Action Party,Chinese,Male,MP,8
Cheo Chai Chen,Singapore Democratic Party,Chinese,Male,MP,8
Chia Shi Teck,NMP,Chinese,Male,NMP,8
"Chua Teck Chew, Robert",NMP,Chinese,Male,NMP,8
"De Payva, John",NMP,Eurasian,Male,NMP,8
Harun Bin A Ghani,People's Action Party,Malay,Male,MP,8
Ho Peng Kee,People's Action Party,Chinese,Male,MP,8
Imram Bin Mohamed,NMP,Malay,Male,NMP,8
"Kanwaljit Soin, Dr",NMP,Indian,Female,NMP,8
"Ker Sin Tze, Dr",People's Action Party,Chinese,Male,MP,8
Koo Tsai Kee,People's Action Party,Chinese,Male,MP,8
"Lee Ching Yen, Stephen",NMP,Chinese,Male,NMP,8
"Lee Tsao Yuan, Dr",NMP,Chinese,Female,NMP,8
"Lim Chun Leng, Michael, Dr",People's Action Party,Chinese,Male,MP,8
Lim Hng Kiang,People's Action Party,Chinese,Male,MP,8
Ling How Doong,Singapore Democratic Party,Chinese,Male,MP,8
Low Thia Khiang,Workers' Party,Chinese,Male,MP,8
Mohamed Maidin BPM,People's Action Party,Malay,Male,MP,8
"Sinnakaruppan, R",People's Action Party,Indian,Male,MP,8
Teo Chee Hean,People's Action Party,Chinese,Male,MP,8
"Toh Keng Kiat, Dr",NMP,Chinese,Male,NMP,8
Tong Kok Yeo,NMP,Chinese,Male,NMP,8
Umar Abdul Hamid,People's Action Party,Malay,Male,MP,8
"Woon, Walter",NMP,Chinese,Male,NMP,8
Matthias Yao Chih,People's Action Party,Chinese,Male,MP,8
Lee Kuan Yew,People's Action Party,Chinese,Male,MP,9
"Chen Tien Lap, Bernard",People's Action Party,Chinese,Male,MP,9
Goh Chok Tong,People's Action Party,Chinese,Male,MP,9
Ow Chin Hock,People's Action Party,Chinese,Male,MP,9
Sidek Bin Saniff,People's Action Party,Malay,Male,MP,9
"Tan Keng Yam, Tony",People's Action Party,Chinese,Male,MP,9
Tan Soo Khoon,People's Action Party,Chinese,Male,MP,9
"Yap Giau Cheng, Eugene",People's Action Party,Chinese,Male,MP,9
Goh Chee Wee,People's Action Party,Chinese,Male,MP,9
S Jayakumar,People's Action Party,Indian,Male,MP,9
J B Jeyaretnam,Workers' Party,Indian,Male,NCMP,9
Lee Yock Suan,People's Action Party,Chinese,Male,MP,9
Lim Boon Heng,People's Action Party,Chinese,Male,MP,9
Othman Bin Haron Eusofe,People's Action Party,Malay,Male,MP,9
Tan Cheng Bock,People's Action Party,Chinese,Male,MP,9
Wan Soon Bee,People's Action Party,Chinese,Male,MP,9
Abdullah Bin Tarmugi,People's Action Party,Malay,Male,MP,9
Chew Heng Ching,People's Action Party,Chinese,Male,MP,9
Chiam See Tong,Singapore Democratic Alliance,Chinese,Male,MP,9
Chng Hee Kok,People's Action Party,Chinese,Male,MP,9
Goh Choon Kang,People's Action Party,Chinese,Male,MP,9
Heng Chiang Meng,People's Action Party,Chinese,Male,MP,9
Ho Tat Kin,People's Action Party,Chinese,Male,MP,9
"Hu Tsu Tau, Richard",People's Action Party,Chinese,Male,MP,9
Ibrahim Othman,People's Action Party,Chinese,Male,MP,9
Lee Boon Yang,People's Action Party,Chinese,Male,MP,9
Lee Hsien Loong,People's Action Party,Chinese,Male,MP,9
Leong Horn Kee,People's Action Party,Chinese,Male,MP,9
Tang Guan Seng,People's Action Party,Chinese,Male,MP,9
"Vasoo, S",People's Action Party,Indian,Male,MP,9
Wang Kai Yuen,People's Action Party,Chinese,Male,MP,9
Wong Aline K,People's Action Party,Chinese,Female,MP,9
Wong Kan Seng,People's Action Party,Chinese,Male,MP,9
Yatiman Yusof,People's Action Party,Malay,Male,MP,9
Yeo Cheow Tong,People's Action Party,Chinese,Male,MP,9
Yu-Foo Yee Shoon,People's Action Party,Chinese,Female,MP,9
Chay Wai Chuen,People's Action Party,Chinese,Male,MP,9
"Chen Seow Phun, John, Dr",People's Action Party,Chinese,Male,MP,9
Charles Chong,People's Action Party,Chinese,Male,MP,9
Choo Wee Khiang,People's Action Party,Chinese,Male,MP,9
Davinder Singh,People's Action Party,Chinese,Male,MP,9
Lew Syn Pau,People's Action Party,Chinese,Male,MP,9
Loh Meng See,People's Action Party,Chinese,Male,MP,9
"Low Seow Chay, Assoc Prof",People's Action Party,Chinese,Male,MP,9
Mah Bow Tan,People's Action Party,Chinese,Male,MP,9
"Ong Chit Chung, Dr",People's Action Party,Chinese,Male,MP,9
Peh Chin Hua,People's Action Party,Chinese,Male,MP,9
K Shanmugam,People's Action Party,Indian,Male,MP,9
"Yeo Yong-Boon, George",People's Action Party,Chinese,Male,MP,9
"Chen Koon Lap, Kenneth",People's Action Party,Chinese,Male,MP,9
Harun Bin A Ghani,People's Action Party,Malay,Male,MP,9
Ho Peng Kee,People's Action Party,Chinese,Male,MP,9
"Ker Sin Tze, Dr",People's Action Party,Chinese,Male,MP,9
Koo Tsai Kee,People's Action Party,Chinese,Male,MP,9
"Lee Tsao Yuan, Dr",NMP,Chinese,Female,NMP,9
"Lim Chun Leng, Michael, Dr",People's Action Party,Chinese,Male,MP,9
Lim Hng Kiang,People's Action Party,Chinese,Male,MP,9
Low Thia Khiang,Workers' Party,Chinese,Male,MP,9
Mohamed Maidin BPM,People's Action Party,Malay,Male,MP,9
"Sinnakaruppan, R",People's Action Party,Indian,Male,MP,9
Teo Chee Hean,People's Action Party,Chinese,Male,MP,9
Matthias Yao Chih,People's Action Party,Chinese,Male,MP,9
Ahmad Mohd Magad,People's Action Party,Malay,Male,MP,9
Ang Mong Seng,People's Action Party,Chinese,Male,MP,9
Braema Mathiaparanam,NMP,Indian,Female,NMP,9
Chan Soo Sen,People's Action Party,Chinese,Male,MP,9
Chandra Mohan K Nair,NMP,Indian,Male,NMP,9
"Chen, Peter",People's Action Party,Chinese,Male,MP,9
"Chiang See Ngoh, Claire, Mdm",NMP,Chinese,Female,NMP,9
Chin Tet Yung,People's Action Party,Chinese,Male,MP,9
Chuang Shaw Peng,NMP,Chinese,Male,NMP,9
"Ee, Gerard",NMP,Chinese,Male,NMP,9
Goh Chong Chia,NMP,Chinese,Male,NMP,9
Hawazi Daipi,People's Action Party,Malay,Male,MP,9
Inderjit Singh,People's Action Party,Indian,Male,MP,9
S Iswaran,People's Action Party,Indian,Male,MP,9
"Lee Gek Choo, Jennifer, Dr",NMP,Chinese,Female,NMP,9
"Lim T E, David",People's Action Party,Chinese,Male,MP,9
Lim Hwee Hua,People's Action Party,Chinese,Female,MP,9
Lim Swee Say,People's Action Party,Chinese,Male,MP,9
Lily Neo,People's Action Party,Chinese,Female,MP,9
Ong Ah Heng,People's Action Party,Chinese,Male,MP,9
"Ong Chin Guan, Noris",NMP,Chinese,Male,NMP,9
Ong Kian Min,People's Action Party,Chinese,Male,MP,9
Shriniwas Rai,People's Action Party,Indian,Male,MP,9
R Ravindran,People's Action Party,Indian,Male,MP,9
Seng Han Thong,People's Action Party,Chinese,Male,MP,9
Sin Boon Ann,People's Action Party,Chinese,Male,MP,9
"Tan Boon Wan, Dr",People's Action Party,Chinese,Male,MP,9
"Tan, Cyrille",NMP,Chinese,Male,NMP,9
Tay Beng Chuan,NMP,Chinese,Male,NMP,9
"Tay S C, Simon, Assoc Prof",NMP,Chinese,Male,NMP,9
Thomas Thomas,NMP,Eurasian,Male,NMP,9
"Toh See Kiat, Dr",NMP,Chinese,Male,NMP,9
Yaacob Ibrahim,People's Action Party,Malay,Male,MP,9
Yeo Guat Kwang,People's Action Party,Chinese,Male,MP,9
Zainul Abidin Rasheed,People's Action Party,Malay,Male,MP,9
Zulkifli Bin Baharudin,NMP,Malay,Male,NMP,9
Lee Kuan Yew,People's Action Party,Chinese,Male,MP,10
Goh Chok Tong,People's Action Party,Chinese,Male,MP,10
"Tan Keng Yam, Tony",People's Action Party,Chinese,Male,MP,10
Tan Soo Khoon,People's Action Party,Chinese,Male,MP,10
S Jayakumar,People's Action Party,Indian,Male,MP,10
Lee Yock Suan,People's Action Party,Chinese,Male,MP,10
Lim Boon Heng,People's Action Party,Chinese,Male,MP,10
Othman Bin Haron Eusofe,People's Action Party,Malay,Male,MP,10
Tan Cheng Bock,People's Action Party,Chinese,Male,MP,10
Abdullah Bin Tarmugi,People's Action Party,Malay,Male,MP,10
Chew Heng Ching,People's Action Party,Chinese,Male,MP,10
Chiam See Tong,Singapore Democratic Alliance,Chinese,Male,MP,10
Lee Boon Yang,People's Action Party,Chinese,Male,MP,10
Lee Hsien Loong,People's Action Party,Chinese,Male,MP,10
Leong Horn Kee,People's Action Party,Chinese,Male,MP,10
Wang Kai Yuen,People's Action Party,Chinese,Male,MP,10
Wong Kan Seng,People's Action Party,Chinese,Male,MP,10
Yatiman Yusof,People's Action Party,Malay,Male,MP,10
Yeo Cheow Tong,People's Action Party,Chinese,Male,MP,10
Yu-Foo Yee Shoon,People's Action Party,Chinese,Female,MP,10
Chay Wai Chuen,People's Action Party,Chinese,Male,MP,10
"Chen Seow Phun, John, Dr",People's Action Party,Chinese,Male,MP,10
Charles Chong,People's Action Party,Chinese,Male,MP,10
Davinder Singh,People's Action Party,Chinese,Male,MP,10
Loh Meng See,People's Action Party,Chinese,Male,MP,10
"Low Seow Chay, Assoc Prof",People's Action Party,Chinese,Male,MP,10
Mah Bow Tan,People's Action Party,Chinese,Male,MP,10
"Ong Chit Chung, Dr",People's Action Party,Chinese,Male,MP,10
K Shanmugam,People's Action Party,Indian,Male,MP,10
"Yeo Yong-Boon, George",People's Action Party,Chinese,Male,MP,10
Ho Peng Kee,People's Action Party,Chinese,Male,MP,10
Koo Tsai Kee,People's Action Party,Chinese,Male,MP,10
"Lim Chun Leng, Michael, Dr",People's Action Party,Chinese,Male,MP,10
Lim Hng Kiang,People's Action Party,Chinese,Male,MP,10
Low Thia Khiang,Workers' Party,Chinese,Male,MP,10
Mohamed Maidin BPM,People's Action Party,Malay,Male,MP,10
Teo Chee Hean,People's Action Party,Chinese,Male,MP,10
Matthias Yao Chih,People's Action Party,Chinese,Male,MP,10
Ahmad Mohd Magad,People's Action Party,Malay,Male,MP,10
Ang Mong Seng,People's Action Party,Chinese,Male,MP,10
Braema Mathiaparanam,NMP,Indian,Female,NMP,10
Chan Soo Sen,People's Action Party,Chinese,Male,MP,10
Chandra Mohan K Nair,NMP,Indian,Male,NMP,10
Chin Tet Yung,People's Action Party,Chinese,Male,MP,10
Hawazi Daipi,People's Action Party,Malay,Male,MP,10
Inderjit Singh,People's Action Party,Indian,Male,MP,10
S Iswaran,People's Action Party,Indian,Male,MP,10
"Lee Gek Choo, Jennifer, Dr",NMP,Chinese,Female,NMP,10
"Lim T E, David",People's Action Party,Chinese,Male,MP,10
Lim Hwee Hua,People's Action Party,Chinese,Female,MP,10
Lim Swee Say,People's Action Party,Chinese,Male,MP,10
Lily Neo,People's Action Party,Chinese,Female,MP,10
Ong Ah Heng,People's Action Party,Chinese,Male,MP,10
Ong Kian Min,People's Action Party,Chinese,Male,MP,10
R Ravindran,People's Action Party,Indian,Male,MP,10
Seng Han Thong,People's Action Party,Chinese,Male,MP,10
Sin Boon Ann,People's Action Party,Chinese,Male,MP,10
"Tan Boon Wan, Dr",People's Action Party,Chinese,Male,MP,10
Yaacob Ibrahim,People's Action Party,Malay,Male,MP,10
Yeo Guat Kwang,People's Action Party,Chinese,Male,MP,10
Zainul Abidin Rasheed,People's Action Party,Malay,Male,MP,10
Ahmad Khalis bin Abdul Gahni,People's Action Party,Malay,Male,MP,10
"Chan Meng Wah, Alexander",NMP,Chinese,Male,NMP,10
"Chia Kiah Hong, Steve",Singapore Democratic Alliance,Chinese,Male,NCMP,10
"Chong Weng Chiew, Dr",People's Action Party,Chinese,Male,MP,10
Eunice Elizabeth Olsen,NMP,Eurasian,Female,NMP,10
Fang Ai Lian,NMP,Chinese,Female,NMP,10
Arthur Fong,People's Action Party,Chinese,Male,MP,10
Cedric Foo Chee Keng,People's Action Party,Chinese,Male,MP,10
Gan Kim Yong,People's Action Party,Chinese,Male,MP,10
"Gan Lai Chiang, Andy",People's Action Party,Chinese,Male,MP,10
"Gan See Khem, Dr",NMP,Chinese,Female,NMP,10
"Geh Min, Dr",NMP,Chinese,Female,NMP,10
Halimah Yacob,People's Action Party,Malay,Female,MP,10
Heng Chee How,People's Action Party,Chinese,Male,MP,10
Ho Geok Choo,People's Action Party,Chinese,Female,MP,10
Indranee Rajah,People's Action Party,Indian,Female,MP,10
Khaw Boon Wan,People's Action Party,Chinese,Male,MP,10
Amy Khor Lean Suan,People's Action Party,Chinese,Female,MP,10
"Lee, Warren, Dr",People's Action Party,Chinese,Male,MP,10
"Leow Chin Hin, Lawrence",NMP,Chinese,Male,NMP,10
Raymond Lim Siang Keat,People's Action Party,Chinese,Male,MP,10
"Loo Choon Yong, Dr",NMP,Chinese,Male,NMP,10
Penny Low,People's Action Party,Chinese,Female,MP,10
"Lum Ooi Lin, Olivia",NMP,Chinese,Female,NMP,10
A Nithiah Nandan,NMP,Indian,Male,NMP,10
Ng Eng Hen,People's Action Party,Chinese,Male,MP,10
Irene Ng Phek Hoong,People's Action Party,Chinese,Female,MP,10
Ng Ser Miang,NMP,Chinese,Male,NMP,10
Ngiam Tee Liang,NMP,Chinese,Male,NMP,10
Ong Seh Hong,People's Action Party,Chinese,Male,MP,10
"Ong Soh Khim, Assoc Prof",NMP,Chinese,Female,NMP,10
Cynthia Phua,People's Action Party,Chinese,Female,MP,10
"Png Paak Liang, Ivan, Prof",NMP,Chinese,Male,NMP,10
Balaji Sadasivan,People's Action Party,Indian,Male,MP,10
"Tan Sze Wee, Dr",NMP,Chinese,Male,NMP,10
Teo Yock Ngee,NMP,Chinese,Male,NMP,10
Tharman Shanmugaratnam,People's Action Party,Indian,Male,MP,10
Vivian Balakrishnan,People's Action Party,Indian,Male,MP,10
Wee Siew Kim,People's Action Party,Chinese,Male,MP,10
Zainudin Nordin,People's Action Party,Malay,Male,MP,10
Lee Kuan Yew,People's Action Party,Chinese,Male,MP,11
Goh Chok Tong,People's Action Party,Chinese,Male,MP,11
S Jayakumar,People's Action Party,Indian,Male,MP,11
Lim Boon Heng,People's Action Party,Chinese,Male,MP,11
Abdullah Bin Tarmugi,People's Action Party,Malay,Male,MP,11
Chiam See Tong,Singapore Democratic Alliance,Chinese,Male,MP,11
Lee Boon Yang,People's Action Party,Chinese,Male,MP,11
