Name,Party,Ethnicity,Gender,Type,Parliament
Lee Hsien Loong,People's Action Party,Chinese,Male,MP,11
Wong Kan Seng,People's Action Party,Chinese,Male,MP,11
Yeo Cheow Tong,People's Action Party,Chinese,Male,MP,11
Yu-Foo Yee Shoon,People's Action Party,Chinese,Female,MP,11
Charles Chong,People's Action Party,Chinese,Male,MP,11
Mah Bow Tan,People's Action Party,Chinese,Male,MP,11
"Ong Chit Chung, Dr",People's Action Party,Chinese,Male,MP,11
K Shanmugam,People's Action Party,Indian,Male,MP,11
"Yeo Yong-Boon, George",People's Action Party,Chinese,Male,MP,11
Ho Peng Kee,People's Action Party,Chinese,Male,MP,11
Koo Tsai Kee,People's Action Party,Chinese,Male,MP,11
Lim Hng Kiang,People's Action Party,Chinese,Male,MP,11
Low Thia Khiang,Workers' Party,Chinese,Male,MP,11
Teo Chee Hean,People's Action Party,Chinese,Male,MP,11
Matthias Yao Chih,People's Action Party,Chinese,Male,MP,11
Ahmad Mohd Magad,People's Action Party,Malay,Male,MP,11
Ang Mong Seng,People's Action Party,Chinese,Male,MP,11
Chan Soo Sen,People's Action Party,Chinese,Male,MP,11
Hawazi Daipi,People's Action Party,Malay,Male,MP,11
Inderjit Singh,People's Action Party,Indian,Male,MP,11
S Iswaran,People's Action Party,Indian,Male,MP,11
Lim Hwee Hua,People's Action Party,Chinese,Female,MP,11
Lim Swee Say,People's Action Party,Chinese,Male,MP,11
Lily Neo,People's Action Party,Chinese,Female,MP,11
Ong Ah Heng,People's Action Party,Chinese,Male,MP,11
Ong Kian Min,People's Action Party,Chinese,Male,MP,11
Seng Han Thong,People's Action Party,Chinese,Male,MP,11
Sin Boon Ann,People's Action Party,Chinese,Male,MP,11
Yaacob Ibrahim,People's Action Party,Malay,Male,MP,11
Yeo Guat Kwang,People's Action Party,Chinese,Male,MP,11
Zainul Abidin Rasheed,People's Action Party,Malay,Male,MP,11
Eunice Elizabeth Olsen,NMP,Eurasian,Female,NMP,11
Arthur Fong,People's Action Party,Chinese,Male,MP,11
Cedric Foo Chee Keng,People's Action Party,Chinese,Male,MP,11
Gan Kim Yong,People's Action Party,Chinese,Male,MP,11
Halimah Yacob,People's Action Party,Malay,Female,MP,11
Heng Chee How,People's Action Party,Chinese,Male,MP,11
Ho Geok Choo,People's Action Party,Chinese,Female,MP,11
Indranee Rajah,People's Action Party,Indian,Female,MP,11
Khaw Boon Wan,People's Action Party,Chinese,Male,MP,11
Amy Khor Lean Suan,People's Action Party,Chinese,Female,MP,11
Raymond Lim Siang Keat,People's Action Party,Chinese,Male,MP,11
"Loo Choon Yong, Dr",NMP,Chinese,Male,NMP,11
Penny Low,People's Action Party,Chinese,Female,MP,11
Ng Eng Hen,People's Action Party,Chinese,Male,MP,11
Irene Ng Phek Hoong,People's Action Party,Chinese,Female,MP,11
Ong Seh Hong,People's Action Party,Chinese,Male,MP,11
Cynthia Phua,People's Action Party,Chinese,Female,MP,11
Balaji Sadasivan,People's Action Party,Indian,Male,MP,11
Tharman Shanmugaratnam,People's Action Party,Indian,Male,MP,11
Vivian Balakrishnan,People's Action Party,Indian,Male,MP,11
Wee Siew Kim,People's Action Party,Chinese,Male,MP,11
Zainudin Nordin,People's Action Party,Malay,Male,MP,11
Baey Yam Keng,People's Action Party,Chinese,Male,MP,11
Cham Hui Fong,NMP,Chinese,Female,NMP,11
Calvin Cheng,NMP,Chinese,Male,NMP,11
Christopher de Souza,People's Action Party,Eurasian,Male,MP,11
Fatimah Lateef,People's Action Party,Malay,Female,MP,11
Grace Fu Hai Yien,People's Action Party,Chinese,Female,MP,11
Gautam Banerjee,NMP,Indian,Male,NMP,11
Hri Kumar Nair,People's Action Party,Indian,Male,MP,11
Kalyani K. Mehta,NMP,Indian,Female,NMP,11
"Khew Teck Fook, Edwin",NMP,Chinese,Male,NMP,11
Lam Pin Min,People's Action Party,Chinese,Male,MP,11
Lee Bee Wah,People's Action Party,Chinese,Female,MP,11
Ellen Lee,People's Action Party,Chinese,Female,MP,11
Terry Lee,NMP,Chinese,Male,NMP,11
Lee Yi Shyan,People's Action Party,Chinese,Male,MP,11
Liang Eng Hwa,People's Action Party,Chinese,Male,MP,11
Lim Biow Chuan,People's Action Party,Chinese,Male,MP,11
Sylvia Lim,Workers' Party,Chinese,Female,NCMP,11
Lim Wee Kiak,People's Action Party,Chinese,Male,MP,11
Lui Tuck Yew,People's Action Party,Chinese,Male,MP,11
Masagos Zulkifli Bin Masagos Mohamad,People's Action Party,Malay,Male,MP,11
Muhammad Faishal Ibrahim,People's Action Party,Malay,Male,MP,11
Michael Palmer,People's Action Party,Eurasian,Male,MP,11
Jessie Phua,NMP,Chinese,Female,NMP,11
Denise Phua Lay Peng,People's Action Party,Chinese,Female,MP,11
Seah Kian Peng,People's Action Party,Chinese,Male,MP,11
Siew Kum Hong,NMP,Chinese,Male,NMP,11
Paulin Tay Straughan,NMP,Chinese,Female,NMP,11
Jessica Tan Soon Neo,People's Action Party,Chinese,Female,MP,11
Mildred Tan,NMP,Chinese,Female,NMP,11
Sam Tan Chin Siong,People's Action Party,Chinese,Male,MP,11
Josephine Teo,People's Action Party,Chinese,Female,MP,11
Teo Ser Luck,People's Action Party,Chinese,Male,MP,11
Teo Siong Seng,NMP,Chinese,Male,NMP,11
Thio Li-ann,NMP,Chinese,Female,NMP,11
Viswa Sadasivan,NMP,Indian,Male,NMP,11
Laurence Wee Yoke Thong,NMP,Chinese,Male,NMP,11
Audrey Wong Wai Yen,NMP,Chinese,Female,NMP,11
Alvin Yeo,People's Action Party,Chinese,Male,MP,11
Joscelin Yeo,NMP,Chinese,Female,NMP,11
Zaqy Mohamad,People's Action Party,Malay,Male,MP,11
Lee Kuan Yew,People's Action Party,Chinese,Male,MP,12
Goh Chok Tong,People's Action Party,Chinese,Male,MP,12
Lee Hsien Loong,People's Action Party,Chinese,Male,MP,12
Wong Kan Seng,People's Action Party,Chinese,Male,MP,12
Charles Chong,People's Action Party,Chinese,Male,MP,12
Mah Bow Tan,People's Action Party,Chinese,Male,MP,12
K Shanmugam,People's Action Party,Indian,Male,MP,12
Lim Hng Kiang,People's Action Party,Chinese,Male,MP,12
Low Thia Khiang,Workers' Party,Chinese,Male,MP,12
Teo Chee Hean,People's Action Party,Chinese,Male,MP,12
Hawazi Daipi,People's Action Party,Malay,Male,MP,12
Inderjit Singh,People's Action Party,Indian,Male,MP,12
S Iswaran,People's Action Party,Indian,Male,MP,12
Lim Swee Say,People's Action Party,Chinese,Male,MP,12
Lily Neo,People's Action Party,Chinese,Female,MP,12
Seng Han Thong,People's Action Party,Chinese,Male,MP,12
Yaacob Ibrahim,People's Action Party,Malay,Male,MP,12
Yeo Guat Kwang,People's Action Party,Chinese,Male,MP,12
Arthur Fong,People's Action Party,Chinese,Male,MP,12
Cedric Foo Chee Keng,People's Action Party,Chinese,Male,MP,12
Gan Kim Yong,People's Action Party,Chinese,Male,MP,12
Halimah Yacob,People's Action Party,Malay,Female,MP,12
Heng Chee How,People's Action Party,Chinese,Male,MP,12
Indranee Rajah,People's Action Party,Indian,Female,MP,12
Khaw Boon Wan,People's Action Party,Chinese,Male,MP,12
Amy Khor Lean Suan,People's Action Party,Chinese,Female,MP,12
Raymond Lim Siang Keat,People's Action Party,Chinese,Male,MP,12
Penny Low,People's Action Party,Chinese,Female,MP,12
Mohamad Maliki Bin Osman,People's Action Party,Malay,Male,MP,12
Ng Eng Hen,People's Action Party,Chinese,Male,MP,12
Irene Ng Phek Hoong,People's Action Party,Chinese,Female,MP,12
Tharman Shanmugaratnam,People's Action Party,Indian,Male,MP,12
Vivian Balakrishnan,People's Action Party,Indian,Male,MP,12
Zainudin Nordin,People's Action Party,Malay,Male,MP,12
Baey Yam Keng,People's Action Party,Chinese,Male,MP,12
Christopher de Souza,People's Action Party,Eurasian,Male,MP,12
Fatimah Lateef,People's Action Party,Malay,Female,MP,12
Grace Fu Hai Yien,People's Action Party,Chinese,Female,MP,12
Hri Kumar Nair,People's Action Party,Indian,Male,MP,12
Lam Pin Min,People's Action Party,Chinese,Male,MP,12
Lee Bee Wah,People's Action Party,Chinese,Female,MP,12
Ellen Lee,People's Action Party,Chinese,Female,MP,12
Lee Yi Shyan,People's Action Party,Chinese,Male,MP,12
Liang Eng Hwa,People's Action Party,Chinese,Male,MP,12
Lim Biow Chuan,People's Action Party,Chinese,Male,MP,12
Sylvia Lim,Workers' Party,Chinese,Female,MP,12
Lim Wee Kiak,People's Action Party,Chinese,Male,MP,12
Lui Tuck Yew,People's Action Party,Chinese,Male,MP,12
Masagos Zulkifli Bin Masagos Mohamad,People's Action Party,Malay,Male,MP,12
Muhammad Faishal Ibrahim,People's Action Party,Malay,Male,MP,12
Michael Palmer,People's Action Party,Eurasian,Male,MP,12
Denise Phua Lay Peng,People's Action Party,Chinese,Female,MP,12
Seah Kian Peng,People's Action Party,Chinese,Male,MP,12
Jessica Tan Soon Neo,People's Action Party,Chinese,Female,MP,12
Sam Tan Chin Siong,People's Action Party,Chinese,Male,MP,12
Josephine Teo,People's Action Party,Chinese,Female,MP,12
Teo Ser Luck,People's Action Party,Chinese,Male,MP,12
Teo Siong Seng,NMP,Chinese,Male,NMP,12
Alvin Yeo,People's Action Party,Chinese,Male,MP,12
Zaqy Mohamad,People's Action Party,Malay,Male,MP,12
Ang Hin Kee,People's Action Party,Chinese,Male,MP,12
Ang Wei Neng,People's Action Party,Chinese,Male,MP,12
Chan Chun Sing,People's Action Party,Chinese,Male,MP,12
Chen Show Mao,Workers' Party,Chinese,Male,MP,12
Chia Shi-Lu,People's Action Party,Chinese,Male,MP,12
Chia Yong Yong,NMP,Chinese,Female,NMP,12
Lina Chiam,Singapore People's Party,Chinese,Female,NCMP,12
Thomas Chua Kee Seng,NMP,Chinese,Male,NMP,12
Faizah Jamal,NMP,Malay,Female,NMP,12
Nicholas Fang,NMP,Chinese,Male,NMP,12
Foo Mee Har,People's Action Party,Chinese,Female,MP,12
Gan Thiam Poh,People's Action Party,Chinese,Male,MP,12
Gerald Giam Yean Song,Workers' Party,Chinese,Male,NCMP,12
Heng Swee Keat,People's Action Party,Chinese,Male,MP,12
Intan Azura Mokhtar,People's Action Party,Malay,Female,MP,12
Janil Puthucheary,People's Action Party,Indian,Male,MP,12
K Karthikeyan,NMP,Indian,Male,NMP,12
Janice Koh,NMP,Chinese,Female,NMP,12
Kuik Shiao-Yin,NMP,Chinese,Female,NMP,12
Desmond Lee,People's Action Party,Chinese,Male,MP,12
Lee Li Lian,Workers' Party,Chinese,Female,MP,12
Laurence Lien,NMP,Chinese,Male,NMP,12
Mary Liew,NMP,Chinese,Female,NMP,12
Low Yen Ling,People's Action Party,Chinese,Female,MP,12
Mohd Ismail Hussein,NMP,Malay,Male,NMP,12
Muhamad Faisal Bin Abdul Manap,Workers' Party,Malay,Male,MP,12
David Ong Kim Huat,People's Action Party,Chinese,Male,MP,12
Ong Teng Koon,People's Action Party,Chinese,Male,MP,12
Png Eng Huat,Workers' Party,Chinese,Male,MP,12
Pritam Singh,Workers' Party,Indian,Male,MP,12
R Dhinakaran,NMP,Indian,Male,NMP,12
Sim Ann,People's Action Party,Chinese,Female,MP,12
Sitoh Yih Pin,People's Action Party,Chinese,Male,MP,12
Rita Soh Siow Lan,NMP,Chinese,Female,NMP,12
Benedict Tan,NMP,Chinese,Male,NMP,12
Tan Chuan-Jin,People's Action Party,Chinese,Male,MP,12
Tan Kheng Boon Eugene,NMP,Chinese,Male,NMP,12
Randolph Tan,NMP,Chinese,Male,NMP,12
Tan Su Shan,NMP,Chinese,Female,NMP,12
Tan Tai Yong,NMP,Chinese,Male,NMP,12
Patrick Tay Teck Guan,People's Action Party,Chinese,Male,MP,12
Tin Pei Ling,People's Action Party,Chinese,Female,MP,12
Edwin Tong Chun Fai,People's Action Party,Chinese,Male,MP,12
Vikram Nair,People's Action Party,Indian,Male,MP,12
Lawrence Wong,People's Action Party,Chinese,Male,MP,12
Alex Yam Ziming,People's Action Party,Chinese,Male,MP,12
Yaw Shin Leong,Workers' Party,Chinese,Male,MP,12
Yee Jenn Jong,Workers' Party,Chinese,Male,NCMP,12
Zainal Sapari,People's Action Party,Malay,Male,MP,12
Goh Chok Tong,People's Action Party,Chinese,Male,MP,13
Lee Hsien Loong,People's Action Party,Chinese,Male,MP,13
Charles Chong,People's Action Party,Chinese,Male,MP,13
K Shanmugam,People's Action Party,Indian,Male,MP,13
Lim Hng Kiang,People's Action Party,Chinese,Male,MP,13
Low Thia Khiang,Workers' Party,Chinese,Male,MP,13
Teo Chee Hean,People's Action Party,Chinese,Male,MP,13
S Iswaran,People's Action Party,Indian,Male,MP,13
Lim Swee Say,People's Action Party,Chinese,Male,MP,13
Lily Neo,People's Action Party,Chinese,Female,MP,13
Yaacob Ibrahim,People's Action Party,Malay,Male,MP,13
Cedric Foo Chee Keng,People's Action Party,Chinese,Male,MP,13
Gan Kim Yong,People's Action Party,Chinese,Male,MP,13
Halimah Yacob,People's Action Party,Malay,Female,MP,13
Heng Chee How,People's Action Party,Chinese,Male,MP,13
Indranee Rajah,People's Action Party,Indian,Female,MP,13
Khaw Boon Wan,People's Action Party,Chinese,Male,MP,13
Amy Khor Lean Suan,People's Action Party,Chinese,Female,MP,13
Mohamad Maliki Bin Osman,People's Action Party,Malay,Male,MP,13
Ng Eng Hen,People's Action Party,Chinese,Male,MP,13
Tharman Shanmugaratnam,People's Action Party,Indian,Male,MP,13
Vivian Balakrishnan,People's Action Party,Indian,Male,MP,13
Baey Yam Keng,People's Action Party,Chinese,Male,MP,13
Christopher de Souza,People's Action Party,Eurasian,Male,MP,13
Fatimah Lateef,People's Action Party,Malay,Female,MP,13
Grace Fu Hai Yien,People's Action Party,Chinese,Female,MP,13
Lam Pin Min,People's Action Party,Chinese,Male,MP,13
Lee Bee Wah,People's Action Party,Chinese,Female,MP,13
Lee Yi Shyan,People's Action Party,Chinese,Male,MP,13
Liang Eng Hwa,People's Action Party,Chinese,Male,MP,13
Lim Biow Chuan,People's Action Party,Chinese,Male,MP,13
Sylvia Lim,Workers' Party,Chinese,Female,MP,13
Lim Wee Kiak,People's Action Party,Chinese,Male,MP,13
Masagos Zulkifli Bin Masagos Mohamad,People's Action Party,Malay,Male,MP,13
Muhammad Faishal Ibrahim,People's Action Party,Malay,Male,MP,13
Denise Phua Lay Peng,People's Action Party,Chinese,Female,MP,13
Seah Kian Peng,People's Action Party,Chinese,Male,MP,13
Jessica Tan Soon Neo,People's Action Party,Chinese,Female,MP,13
Sam Tan Chin Siong,People's Action Party,Chinese,Male,MP,13
Josephine Teo,People's Action Party,Chinese,Female,MP,13
Teo Ser Luck,People's Action Party,Chinese,Male,MP,13
Zaqy Mohamad,People's Action Party,Malay,Male,MP,13
Ang Hin Kee,People's Action Party,Chinese,Male,MP,13
Ang Wei Neng,People's Action Party,Chinese,Male,MP,13
Chan Chun Sing,People's Action Party,Chinese,Male,MP,13
Chen Show Mao,Workers' Party,Chinese,Male,MP,13
Chia Shi-Lu,People's Action Party,Chinese,Male,MP,13
Chia Yong Yong,NMP,Chinese,Female,NMP,13
Thomas Chua Kee Seng,NMP,Chinese,Male,NMP,13
Faizah Jamal,NMP,Malay,Female,NMP,13
Foo Mee Har,People's Action Party,Chinese,Female,MP,13
Gan Thiam Poh,People's Action Party,Chinese,Male,MP,13
Heng Swee Keat,People's Action Party,Chinese,Male,MP,13
Intan Azura Mokhtar,People's Action Party,Malay,Female,MP,13
Janil Puthucheary,People's Action Party,Indian,Male,MP,13
K Karthikeyan,NMP,Indian,Male,NMP,13
Kuik Shiao-Yin,NMP,Chinese,Female,NMP,13
Desmond Lee,People's Action Party,Chinese,Male,MP,13
Low Yen Ling,People's Action Party,Chinese,Female,MP,13
Muhamad Faisal Bin Abdul Manap,Workers' Party,Malay,Male,MP,13
David Ong Kim Huat,People's Action Party,Chinese,Male,MP,13
Ong Teng Koon,People's Action Party,Chinese,Male,MP,13
Png Eng Huat,Workers' Party,Chinese,Male,MP,13
Pritam Singh,Workers' Party,Indian,Male,MP,13
Sim Ann,People's Action Party,Chinese,Female,MP,13
Sitoh Yih Pin,People's Action Party,Chinese,Male,MP,13
Tan Chuan-Jin,People's Action Party,Chinese,Male,MP,13
Randolph Tan,NMP,Chinese,Male,NMP,13
Patrick Tay Teck Guan,People's Action Party,Chinese,Male,MP,13
Tin Pei Ling,People's Action Party,Chinese,Female,MP,13
Edwin Tong Chun Fai,People's Action Party,Chinese,Male,MP,13
Vikram Nair,People's Action Party,Indian,Male,MP,13
Lawrence Wong,People's Action Party,Chinese,Male,MP,13
Alex Yam Ziming,People's Action Party,Chinese,Male,MP,13
Zainal Sapari,People's Action Party,Malay,Male,MP,13
Amrin Amin,People's Action Party,Malay,Male,MP,13
Azmoon Ahmad,NMP,Malay,Male,NMP,13
Cheryl Chan Wei Ling,People's Action Party,Chinese,Female,MP,13
Chee Hong Tat,People's Action Party,Chinese,Male,MP,13
Cheng Li Hui,People's Action Party,Chinese,Female,MP,13
Chong Kee Hiong,People's Action Party,Chinese,Male,MP,13
Desmond Choo,People's Action Party,Chinese,Male,MP,13
Darryl David,People's Action Party,Indian,Male,MP,13
Arasu Duraisamy,NMP,Indian,Male,NMP,13
Douglas Foo,NMP,Chinese,Male,NMP,13
Ganesh Rajaram,NMP,Indian,Male,NMP,13
Daniel Goh Pei Siong,Workers' Party,Chinese,Male,NCMP,13
Terence Ho Wee San,NMP,Chinese,Male,NMP,13
Koh Poh Koon,People's Action Party,Chinese,Male,MP,13
Kok Heng Leun,NMP,Chinese,Male,NMP,13
Kwek Hian Chuan Henry,People's Action Party,Chinese,Male,MP,13
Lim Sun Sun,NMP,Chinese,Female,NMP,13
Mahdev Mohan,NMP,Indian,Male,NMP,13
Mohamed Irshad,NMP,Malay,Male,NMP,13
Murali Pillai,People's Action Party,Indian,Male,MP,13
Ng Chee Meng,People's Action Party,Chinese,Male,MP,13
Louis Ng Kok Kwang,People's Action Party,Chinese,Male,MP,13
Anthea Ong,NMP,Chinese,Female,NMP,13
Ong Ye Kung,People's Action Party,Chinese,Male,MP,13
Joan Pereira,People's Action Party,Eurasian,Female,MP,13
Leon Perera,Workers' Party,Eurasian,Male,NCMP,13
Irene Quay Siew Ching,NMP,Chinese,Female,NMP,13
Rahayu Mahzam,People's Action Party,Malay,Female,MP,13
Saktiandi Supaat,People's Action Party,Malay,Male,MP,13
Sun Xueling,People's Action Party,Chinese,Female,MP,13
Dennis Tan Lip Fong,Workers' Party,Chinese,Male,NCMP,13
Tan Wu Meng,People's Action Party,Chinese,Male,MP,13
K Thanaletchimi,NMP,Indian,Female,NMP,13
Walter Theseira,NMP,Eurasian,Male,NMP,13
Yee Chia Hsing,People's Action Party,Chinese,Male,MP,13
Yip Pin Xiu,NMP,Chinese,Female,NMP,13
Melvin Yong Yik Chye,People's Action Party,Chinese,Male,MP,13
Lee Hsien Loong,People's Action Party,Chinese,Male,MP,14
K Shanmugam,People's Action Party,Indian,Male,MP,14
Teo Chee Hean,People's Action Party,Chinese,Male,MP,14
S Iswaran,People's Action Party,Indian,Male,MP,14
Gan Kim Yong,People's Action Party,Chinese,Male,MP,14
Heng Chee How,People's Action Party,Chinese,Male,MP,14
Indranee Rajah,People's Action Party,Indian,Female,MP,14
Amy Khor Lean Suan,People's Action Party,Chinese,Female,MP,14
Mohamad Maliki Bin Osman,People's Action Party,Malay,Male,MP,14
Ng Eng Hen,People's Action Party,Chinese,Male,MP,14
Tharman Shanmugaratnam,People's Action Party,Indian,Male,MP,14
Vivian Balakrishnan,People's Action Party,Indian,Male,MP,14
Baey Yam Keng,People's Action Party,Chinese,Male,MP,14
Christopher de Souza,People's Action Party,Eurasian,Male,MP,14
Grace Fu Hai Yien,People's Action Party,Chinese,Female,MP,14
Liang Eng Hwa,People's Action Party,Chinese,Male,MP,14
Lim Biow Chuan,People's Action Party,Chinese,Male,MP,14
Sylvia Lim,Workers' Party,Chinese,Female,MP,14
Lim Wee Kiak,People's Action Party,Chinese,Male,MP,14
Masagos Zulkifli Bin Masagos Mohamad,People's Action Party,Malay,Male,MP,14
Muhammad Faishal Ibrahim,People's Action Party,Malay,Male,MP,14
Denise Phua Lay Peng,People's Action Party,Chinese,Female,MP,14
Seah Kian Peng,People's Action Party,Chinese,Male,MP,14
Jessica Tan Soon Neo,People's Action Party,Chinese,Female,MP,14
Josephine Teo,People's Action Party,Chinese,Female,MP,14
Zaqy Mohamad,People's Action Party,Malay,Male,MP,14
Ang Wei Neng,People's Action Party,Chinese,Male,MP,14
Chan Chun Sing,People's Action Party,Chinese,Male,MP,14
Foo Mee Har,People's Action Party,Chinese,Female,MP,14
Gan Thiam Poh,People's Action Party,Chinese,Male,MP,14
Gerald Giam Yean Song,Workers' Party,Chinese,Male,MP,14
Heng Swee Keat,People's Action Party,Chinese,Male,MP,14
Janil Puthucheary,People's Action Party,Indian,Male,MP,14
Desmond Lee,People's Action Party,Chinese,Male,MP,14
Low Yen Ling,People's Action Party,Chinese,Female,MP,14
Muhamad Faisal Bin Abdul Manap,Workers' Party,Malay,Male,MP,14
Pritam Singh,Workers' Party,Indian,Male,MP,14
Sim Ann,People's Action Party,Chinese,Female,MP,14
Sitoh Yih Pin,People's Action Party,Chinese,Male,MP,14
Tan Chuan-Jin,People's Action Party,Chinese,Male,MP,14
Patrick Tay Teck Guan,People's Action Party,Chinese,Male,MP,14
Tin Pei Ling,People's Action Party,Chinese,Female,MP,14
Edwin Tong Chun Fai,People's Action Party,Chinese,Male,MP,14
Vikram Nair,People's Action Party,Indian,Male,MP,14
Lawrence Wong,People's Action Party,Chinese,Male,MP,14
Alex Yam Ziming,People's Action Party,Chinese,Male,MP,14
Cheryl Chan Wei Ling,People's Action Party,Chinese,Female,MP,14
Chee Hong Tat,People's Action Party,Chinese,Male,MP,14
Cheng Li Hui,People's Action Party,Chinese,Female,MP,14
Chong Kee Hiong,People's Action Party,Chinese,Male,MP,14
Desmond Choo,People's Action Party,Chinese,Male,MP,14
Darryl David,People's Action Party,Indian,Male,MP,14
Koh Poh Koon,People's Action Party,Chinese,Male,MP,14
Kok Heng Leun,NMP,Chinese,Male,NMP,14
Murali Pillai,People's Action Party,Indian,Male,MP,14
Louis Ng Kok Kwang,People's Action Party,Chinese,Male,MP,14
Ong Ye Kung,People's Action Party,Chinese,Male,MP,14
Joan Pereira,People's Action Party,Eurasian,Female,MP,14
Leon Perera,Workers' Party,Eurasian,Male,MP,14
Rahayu Mahzam,People's Action Party,Malay,Female,MP,14
Saktiandi Supaat,People's Action Party,Malay,Male,MP,14
Sun Xueling,People's Action Party,Chinese,Female,MP,14
Dennis Tan Lip Fong,Workers' Party,Chinese,Male,MP,14
Tan Wu Meng,People's Action Party,Chinese,Male,MP,14
Melvin Yong Yik Chye,People's Action Party,Chinese,Male,MP,14
Edward Chia Bing Hui,People's Action Party,Chinese,Male,MP,14
Chua Kheng Wee Louis,Workers' Party,Chinese,Male,MP,14
Eric Chua,People's Action Party,Chinese,Male,MP,14
Gan Siow Huang,People's Action Party,Chinese,Female,MP,14
Derrick Goh,People's Action Party,Chinese,Male,MP,14
He Ting Ru,Workers' Party,Chinese,Female,MP,14
Shawn Huang Wei Zhong,People's Action Party,Chinese,Male,MP,14
Raeesah Khan,Workers' Party,Chinese,Female,MP,14
Leong Mun Wai,Progress Singapore Party,Chinese,Male,NCMP,14
Assoc Prof Jamus Jerome Lim,Workers' Party,Chinese,Male,MP,14
Mohd Fahmi Bin Aliman,People's Action Party,Malay,Male,MP,14
Nadia Ahmad Samdin,People's Action Party,Malay,Female,MP,14
Ng Ling Ling,People's Action Party,Chinese,Female,MP,14
Rachel Ong,People's Action Party,Chinese,Female,MP,14
Hazel Poa,Progress Singapore Party,Chinese,Female,NCMP,14
Poh Li San,People's Action Party,Chinese,Female,MP,14
Sharael Taha,People's Action Party,Malay,Male,MP,14
Hany Soh,People's Action Party,Chinese,Female,MP,14
Alvin Tan,People's Action Party,Chinese,Male,MP,14
Carrie Tan,People's Action Party,Chinese,Female,MP,14
Desmond Tan,People's Action Party,Chinese,Male,MP,14
Tan Kiat How,People's Action Party,Chinese,Male,MP,14
Tan See Leng,People's Action Party,Chinese,Male,MP,14
Wan Rizal,People's Action Party,Malay,Male,MP,14
Don Wee,People's Action Party,Chinese,Male,MP,14
Xie Yao Quan,People's Action Party,Chinese,Male,MP,14
Yeo Wan Ling,People's Action Party,Chinese,Female,MP,14
Yip Hon Weng,People's Action Party,Chinese,Male,MP,14
Zhulkarnain Abdul Rahim,People's Action Party,Malay,Male,MP,14