year,constituency,constituency_type,candidates,party,vote_count,vote_percentage
2001,Bukit Timah,SMC,Wang Kai Yuen,PAP,19121,0.7737
2001,Chua Chu Kang,SMC,Steve Chia,SDA,8143,0.3466
2001,Chua Chu Kang,SMC,Low Seow Chay,PAP,15349,0.6534
2001,East Coast,GRC,Abdullah Tarmugi | Chew Heng Ching | Lee Yock Suan | Lim Siang Keat Raymond | S Jayakumar | Tan Soo Khoon,PAP,na,na
2001,Holland-Bukit Timah,GRC,Gan Kim Yong | Lim Swee Say | David Lim Tik En | Teo Ho Pin | Vivian Balakrishnan,PAP,na,na
2001,Hong Kah,GRC,Ahmad Khalis Abdul Ghani | Ang Mong Seng | John Chen | Amy Khor Lean Suan | Yeo Cheow Tong,PAP,96450,0.7974
2001,Hong Kah,GRC,Cheo Chai Chen | Lim Boon Heng | Lim Tung Hee | Sarry Bin Hassan | Wong Hong Toy,SDP,24513,0.2026
2001,Hougang,SMC,Eric Low Siak Meng,PAP,9882,0.4502
2001,Hougang,SMC,Low Thia Khiang,WP,12070,0.5498
2001,Jalan Besar,GRC,Fong Chin Leong | Lim Bak Chuan | Mohd Rahizan Bin Ya'acob | Ng Kee How | Sin Kek Tong,SDA,23391,0.2551
2001,Jalan Besar,GRC,Heng Chee How | Lee Boon Yang | Loh Meng See | Lily Tirtasana Neo | Yaacob Bin Ibrahim,PAP,68309,0.7449
2001,Joo Chiat,SMC,Chan Soo Sen,PAP,15426,0.8355
2001,Joo Chiat,SMC,Ooi Boon Ewe,Independent,3038,0.1645
2001,Jurong,GRC,Chee Siok Chin | Chee Soon Juan | Ghandi s/o Karuppiah Ambalam | Mohamed Isa Bin Abdul Aziz | Yeo Boon Keng Vincent,SDP,21511,0.2025
2001,Jurong,GRC,Foo Yee Shoon | Halimah Bt Yacob | Lim Boon Heng | Ong Chit Chung | Shanmugaratnam Tharman,PAP,84742,0.7975
2001,MacPherson,SMC,Tan Soo Phuan,DPP,3277,0.1627
2001,MacPherson,SMC,Matthias Yao Chih,PAP,16870,0.8373
2001,Marine Parade,GRC,Gan Lai Chiang | Goh Chok Tong | Mohamad Maidin B P M | Othman Haron Eusofe | R Ravindran | Tan Hwee Hua @ Lim Hwee Hua,PAP,na,na
2001,Nee Soon Central,SMC,Ling How Doong,SDP,4583,0.2148
2001,Nee Soon Central,SMC,Ong Ah Heng,PAP,16755,0.7852
2001,Nee Soon East,SMC,Ho Peng Kee,PAP,19566,0.7368
2001,Nee Soon East,SMC,Poh Lee Guan,WP,6990,0.2632
2001,Pasir Ris-Punggol,GRC,Ahmad Magad | Charles Chong | Michael Lim | Penny Low | Teo Chee Hean,PAP,na,na
2001,Potong Pasir,SMC,Chiam See Tong,SDA,8107,0.5243
2001,Potong Pasir,SMC,Sitoh Yih Pin,PAP,7356,0.4757
2001,Sembawang,GRC,Chin Tet Yung | Hawazi B Daipi | Kasiviswanathan Shanmugam | Lee Wei Rhen Warren | Mohd Maliki B Osman | Tony Tan Keng Yam,PAP,na,na
2001,Tampines,GRC,Abdul Rahim Bin Osman | Foo Kok Wah | Neo Ting Wei | Sebastian Teo K H | Yip Yew Weng,SDA,31231,0.2666
2001,Tampines,GRC,Mah Bow Tan | Ng Phek Hoong Irene | Ong Kian Min | Sin Boon Ann | Yatiman B Yusof,PAP,85915,0.7334
2001,Tanjong Pagar,GRC,Chay Wai Chuen | Chong Weng Chiew | Indranee Thurai Rajah | Khaw Boon Wan | Koo Tsai Kee | Lee Kuan Yew,PAP,na,na
2001,West Coast,GRC,Fong Jen Arthur | Foo Chee Keng Cedric | Ho Geok Choo Madeleine | Lim Hng Kiang | S Iswaran,PAP,na,na
2006,Aljunied,GRC,Goh Meng Seng | James Gomez | Lim Swee Lian Sylvia | Mohd Rahizan Bin Yaacob | Tan Wui-Hua,WP,58593,0.4391
2006,Aljunied,GRC,Lim Hwee Hua | Cynthia Phua | Yeo Guat Kwang | George Yong-Boon Yeo | Zainul Abidin Rasheed,PAP,74843,0.5609
2006,Ang Mo Kio,GRC,Abdul Salim Bin Harun | Gopal Krishnan | Han Su May | Lee Wai Leng | Tan Kian Hwee Melvin | Yaw Shin Leong,WP,49479,0.3386
2006,Ang Mo Kio,GRC,Inderjit Singh | Lam Pin Min | Lee Bee Wah | Lee Hsien Loong | Sadasivan Balaji | Wee Siew Kim,PAP,96636,0.6614
2006,Bishan-Toa Payoh,GRC,Hri Kumar Sangaran | Ng Eng Hen | Josephine Teo | Wong Kan Seng | Zainudin Bin Nordin,PAP,na,na
2006,Bukit Panjang,SMC,Ling How Doong,SDP,6400,0.2281
2006,Bukit Panjang,SMC,Teo Ho Pin,PAP,21652,0.7719
2006,Chua Chu Kang,SMC,Steve Chia,SDA,9292,0.3963
2006,Chua Chu Kang,SMC,Gan Kim Yong,PAP,14156,0.6037
2006,East Coast,GRC,Abdul Rahim | Chia Ti Lik | Brandon Siow | Eric Tan | Perry Tong,WP,37873,0.3614
2006,East Coast,GRC,Abdullah Tarmugi | Lee Yi Shyan | Lim Siang Keat Raymond | S Jayakumar | Tan Soon Neo Jessica,PAP,66931,0.6386
2006,Holland-Bukit Timah,GRC,Christopher De Souza | Foo Yee Shoon | Liang Eng Hwa | Lim Swee Say | Vivian Balakrishnan,PAP,na,na
2006,Hong Kah,GRC,Ang Mong Seng | Khor Lean Suan Amy | Yeo Cheow Tong | Yeo Khirn Hai Alvin | Zaqy B Mohamad,PAP,na,na
2006,Hougang,SMC,Eric Low Siak Meng,PAP,8308,0.3726
2006,Hougang,SMC,Low Thia Khiang,WP,13989,0.6274
2006,Jalan Besar,GRC,Cheo Chai Chen | Fong Chin Leong | Muhamad Ali Aman | Teo Kway Huang Sebastian | Yeo Boon Keng Vincent,SDA,26151,0.3074
2006,Jalan Besar,GRC,Heng Chee How | Lee Boon Yang | Lily Neo | Phua Lay Peng Denise | Yaacob Ibrahim,PAP,58913,0.6926
2006,Joo Chiat,SMC,Chan Soo Sen,PAP,12226,0.6501
2006,Joo Chiat,SMC,Tan Bin Seng,WP,6580,0.3499
2006,Jurong,GRC,Fu Hai Yien Grace | Halimah Binte Yacob | Lim Boon Heng | Ong Chit Chung | Tharman Shanmugaratnam,PAP,na,na
2006,MacPherson,SMC,Sin Kek Tong,SDA,6067,0.3152
2006,MacPherson,SMC,Matthias Yao Chih,PAP,13184,0.6848
2006,Marine Parade,GRC,Fatimah Binte Abdul Lateef | Goh Chok Tong | Lim Biow Chuan | Muhammad Faishal bin Ibrahim Khan Surattee | Ong Seh Hong | Seah Kian Peng,PAP,na,na
2006,Nee Soon Central,SMC,Lian Chin Way,WP,7529,0.3463
2006,Nee Soon Central,SMC,Ong Ah Heng,PAP,14211,0.6537
2006,Nee Soon East,SMC,Ho Peng Kee,PAP,20949,0.6872
2006,Nee Soon East,SMC,Poh Lee Guan,WP,9535,0.3128
2006,Pasir Ris-Punggol,GRC,Ahmad Magad | Chong You Fook Charles | Low Penny | Michael Palmer | Teo Chee Hean | Teo Ser Luck,PAP,113322,0.687
2006,Pasir Ris-Punggol,GRC,Ishak Haroun | Lee Hock Huat | Lim Bak Chuan | Mohd Hamim Aliyas | Ong Beng Soon Elvin | Yen Kim Khooi,SDA,51618,0.313
2006,Potong Pasir,SMC,Chiam See Tong,SDA,8245,0.5582
2006,Potong Pasir,SMC,Sitoh Yih Pin,PAP,6527,0.4418
2006,Sembawang,GRC,Chee Siok Chin | Mohamed Isa Bin Abdul Aziz | Narayanasamy Gogelavany | Neo Ting Wei Christopher | Sng Choon Guan | Yong Chu Leong,SDP,39537,0.233
2006,Sembawang,GRC,Hawazi Daipi | Khaw Boon Wan | Ellen Lee Geck Hoon | Lim Wee Kiak | Mohd Maliki Osman | Shanmugam K,PAP,130170,0.767
2006,Tampines,GRC,Abdul Rahman Bin Mohamad | Lim Tung Hee | Ng Say Eng | Ong Hock Siong | Tan Lead Shake,SDA,36948,0.3149
2006,Tampines,GRC,Mah Bow Tan | Masagos Zulkifli B M M | Ng Phek Hoong Irene | Ong Kian Min | Sin Boon Ann,PAP,80376,0.6851
2006,Tanjong Pagar,GRC,Baey Yam Keng | Indranee Thurai Rajah | Koo Tsai Kee | Lee Kuan Yew | Lui Tuck Yew | Tan Chin Siong,PAP,na,na
2006,West Coast,GRC,Fong Jen Arthur | Foo Chee Keng Cedric | Ho Geok Choo Madeleine | Lim Hng Kiang | Iswaran S,PAP,na,na
2006,Yio Chu Kang,SMC,Seng Han Thong,PAP,15726,0.6828
2006,Yio Chu Kang,SMC,Yip Yew Weng,SDA,7307,0.3172
2011,Aljunied,GRC,Chen Show Mao | Sylvia Lim | Low Thia Khiang | Muhamad Faisal Bin Abdul Manap | Pritam Singh,WP,72289,0.5472
2011,Aljunied,GRC,Lim Hwee Hua | Ong Ye Kung | Cynthia Phua | George Yong-Boon Yeo | Zainul Abidin Rasheed,PAP,59829,0.4528
2011,Ang Mo Kio,GRC,Ang Hin Kee| Inderjit Singh| Intan Azura Binte MOokhtar | Lee Hsien Loong | Seng Han Thong | Yeo Guat Kwang,PAP,112677,0.6933
2011,Ang Mo Kio,GRC,Lim Tung Hee Arthero | Lim Zirui | Mohamed Mansor Bin Abdul Rahman | Osman Bin Sulaiman | Tan Zhi Xiang | Vigneswari D/O V Ramachandran,RP,49851,0.3067
2011,Bishan-Toa Payoh,GRC,Chiam See Tong | Lee Yeong Wee | Wilfred Leung | Mohamad Hamim Aliyas | Benjamin Pwee,SPP,47205,0.4307
2011,Bishan-Toa Payoh,GRC,Hri Kumar Nair | Ng Eng Hen | Josephine Teo | Wong Kan Seng | Zainudin Nordin,PAP,62385,0.5693
2011,Bukit Panjang,SMC,Teo Ho Pin,PAP,20375,0.6627
2011,Bukit Panjang,SMC,Alec Tok,SDP,10372,0.3373
2011,Chua Chu Kang,GRC,Gan Kim Yong | Low Yen Ling | Alex Yam ZiMing | Yeo Khirn Hai Alvin | Zaqy Bin Mohamad,PAP,89710,0.612
2011,Chua Chu Kang,GRC,"Jeisialn Sivalingam | Nor Lella Mardiiiah Bte Mohamed | Hazel Poa Koon Koon | Tony Tan Lay Thiam | Teo Kway Huang, Sebastian",NSP,56885,0.388
2011,East Coast,GRC,Gerald Giam Yean Song | Glenda Han Su May | Mohamed Fazli Bin Talip | Png Eng Huat | Eric Tan Heng Chong,WP,49429,0.4517
2011,East Coast,GRC,Lee Yi Shyan | Lim Siang Keat Raymond | Lim Swee Say | Mohd Maliki Bin Osman | Tan Soon Neo Jessica,PAP,59992,0.5483
2011,Holland-Bukit Timah,GRC,Ang Yong Guan | Michelle Lee Juen | Tan Jee Say | Wijeysingha Vincent Rene,SDP,32406,0.3992
2011,Holland-Bukit Timah,GRC,De Souza Christopher Jamed | Liang Eng Hwa | Sim Ann | Vivian Balakrishnan,PAP,48773,0.6008
2011,Hong Kah North,SMC,Amy Khor Lean Suan,PAP,18156,0.7061
2011,Hong Kah North,SMC,Sin Kek Tong,SPP,7556,0.2939
2011,Hougang,SMC,Desmond Choo Pey Ching,PAP,8065,0.352
2011,Hougang,SMC,Yaw Shin Leong,WP,14850,0.648
2011,Joo Chiat,SMC,Charles Chong You Fook,PAP,9666,0.5102
2011,Joo Chiat,SMC,Yee Jenn Jong,WP,9278,0.4898
2011,Jurong,GRC,Abdul Rasheed | Christopher Neo Ting Wei | Noraini Yunus | Ong Beng Ssson Elvin | Ong Hock Siong,NSP,37786,0.3304
2011,Jurong,GRC,Ang Wei Neng | Halimah Binte Yacob | Desmond Lee Ti-Seng (Li ZhiSheng) | Ong Kim Huat | Tharman Shanmugaratnam,PAP,76595,0.6696
2011,Marine Parade,GRC,Abdul Salim Bin Harun | Cheo Chai Chen | Ng Chung Hon | Nicole Rebecca Seah Xue Ling | Yeo Tiong Boon,NSP,59926,0.4336
2011,Marine Parade,GRC,Fatimah Binte Abdul Lateef | Goh Chok Tong | Seah Kian Peng | Tan Chuan-Jin | Tin Pei Ling,PAP,78286,0.5664
2011,Moulmein-Kallang,GRC,Chan Sio Phing Frieda | L Somasundaram | Mohd Rahizan Bin Ya'acob | Toh Hong Boon,WP,31773,0.4145
2011,Moulmein-Kallang,GRC,Lui Tuck Yew | Phua Lay Peng Denise | Edwin Tong Chun Fai | Yaacob Bin Ibrahim,PAP,44886,0.5855
2011,Mountbatten,SMC,Jeannette Chong-Aruldoss,NSP,8461,0.4138
2011,Mountbatten,SMC,Lim Biow Chuan,PAP,11985,0.5862
2011,Nee Soon,GRC,"Chong Cham Weng | Oon Kheng Faye, Angela | Poh Lee Guan | Sajeev S/O Kunju Raman Kamalasanan | Yam Poh Nam",WP,57523,0.416
2011,Nee Soon,GRC,K Shanmugam | Lee Bee Wah | Lim Wee Kiak | Muhammad Faishal Ibrahim | Tay Teck Guan Patrick,PAP,80740,0.584
2011,Pasir Ris-Punggol,GRC,Gan Thiam Poh | Janil Arusha Puthucheary | Low Penny | Teo Chee Hean | Teo Ser Luck | Zainal Bin Sapari,PAP,100493,0.6479
2011,Pasir Ris-Punggol,GRC,Harminder Pal Singh | Lee Song Juan | Jeffrey Lim| Mohd Shafni | Sidney Ssoon | Tan Keng Hong,SDA,54601,0.3521
2011,Pioneer,SMC,Chia Steve,NSP,9437,0.3927
2011,Pioneer,SMC,Cedric Foo Chee Keng,PAP,14593,0.6073
2011,Potong Pasir,SMC,Loh Woon Lee Lina,SPP,7878,0.4964
2011,Potong Pasir,SMC,Sitoh Yih Pin,PAP,7992,0.5036
2011,Punggol East,SMC,Lee Li Lian,WP,12777,0.4101
2011,Punggol East,SMC,Lim Bak Chuan Desmond,SDA,1387,0.0445
2011,Punggol East,SMC,Michael Palmer,PAP,16994,0.5454
2011,Radin Mas,SMC,Tan Chin Siong,PAP,18609,0.671
2011,Radin Mas,SMC,Yip Yew Weng,NSP,9123,0.329
2011,Sembawang,GRC,Hawazi Daipi | Khaw Boon Wan| Ellen Lee Geck Hoon | Ong Teng Koon| Vikram Nair,PAP,84252,0.639
2011,Sembawang,GRC,James Gomez | Luo Jie Jarrod | Mohd Isa | Sadasivam V | John Tan Liang Joo,SDP,47605,0.361
2011,Sengkang West,SMC,Koh Choong Yong,WP,10591,0.4189
2011,Sengkang West,SMC,Lam Pin Min,PAP,14689,0.5811
2011,Tampines,GRC,Baey Yam Keng | Heng Swee Keat | Mah Bow Tan | Masagos Zulkifli Bmm | Irene Ng Phek Hoong,PAP,72728,0.5722
2011,Tampines,GRC,Fong Chin Leong | Goh Keow Wah| Goh Meng Seng | Raymond Lim Peng Ann | Syafarin Bin Sarif,NSP,54381,0.4278
2011,Tanjong Pagar,GRC,Chan Chun Sing | Chia Shi-Lu | Indranee Thurai Rajah | Lee Kuan Yew | Lily Tirtasana Neo,PAP,na,na
2011,West Coast,GRC,Arthur Fong | Foo Mee Har | Lim Hng Kiang | S Iswaran | Lawrence Wong,PAP,72563,0.6657
2011,West Coast,GRC,Ho Soak Harn | Kenneth Andrew Jeyaretnam | Kumar S/O Appavoo | Low Chiak Huan | Zhu Lai Cheng,RP,36443,0.3343
2011,Whampoa,SMC,Heng Chee How,PAP,13028,0.661
2011,Whampoa,SMC,Ken Sun,NSP,6683,0.339
2011,Yuhua,SMC,Grace Fu Hai Yien,PAP,14093,0.6686
2011,Yuhua,SMC,Teo Soh Lung,SDP,6986,0.3314
2015,Aljunied,GRC,Chen Show Mao | Sylvia Lim | Low Thia Khiang | Md Faisal Bin Abdul Manap | Pritam Singh,WP,70050,0.5096
2015,Aljunied,GRC,Chau Eng Leong | K Muralidharan Pillai | Lye Thiam Fatt Joseph Victor | Shamsul Kamar Bin Mohamed Razali | Yeo Guat Kwang,PAP,67424,0.4904
2015,Ang Mo Kio,GRC,Ang Hin Kee | David Darryl Wilson | Gan Thiam Poh | Intan Azura Binte Mokhtar | Koh Poh Koon| Lee Hsien Loong,PAP,135316,0.7864
2015,Ang Mo Kio,GRC,Goh Keow Wah | Jesse Loo Hoe Bock | Roy Ngerng Yi Ling | Osman Sulaiman | M Ravi | Siva Chandran\,RP,36758,0.2136
2015,Bishan-Toa Payoh,GRC,Chee Hong Tat | Chong Kee Hiong | Ng Eng Hen | Saktiandi Bin Supaat | Josephine Teo,PAP,86701,0.7359
2015,Bishan-Toa Payoh,GRC,"Law Kim Hwee | Long YaoGuang, Don Bryan | Mohamad Abdillah Bin Zamzuri | Mohamad Hamim Bin Aliyas | Pwee Yek Kwan Benjamin",SPP,31108,0.2641
2015,Bukit Batok,SMC,David Ong Kim Huat,PAP,18234,0.7302
2015,Bukit Batok,SMC,Sadasivam V,SDP,6588,0.2638
2015,Bukit Batok,SMC,Samir Salim Neji,Independent,150,0.006
2015,Bukit Panjang,SMC,Khung Wai Yeen,SDP,10152,0.3162
2015,Bukit Panjang,SMC,Teo Ho Pin,PAP,21954,0.6838
2015,Chua Chu Kang,GRC,Gan Kim Yong | Low Yen Ling | Yee Chia Hsing | Zaqy Mohamad,PAP,84850,0.7691
2015,Chua Chu Kang,GRC,Goh Meng Seng | Lee Tze Shih | Low Wai Choo | Syafarin Bin Sarif,PPP,25475,0.2309
2015,East Coast,GRC,Gerald Giam Yean Song | Daniel Goh Pei Siong | Mohamed Fairoz Bin Shariff | Leon Perera,WP,35622,0.3927
2015,East Coast,GRC,Lee Yi Shyan | Lim Swee Say | Mohd Maliki Bin Osman| Tan Soon Neo Jessica,PAP,55093,0.6073
2015,Fengshan,SMC,Cheryl Chan Wei Ling,PAP,12417,0.575
2015,Fengshan,SMC,Dennis Tan Lip Fong,WP,9176,0.425
2015,Holland-Bukit Timah,GRC,Chee Soon Juan| Chong Wai Fung | Md Sidek Bin Mallek| Paul Anatharajah Tambyah,SDP,31494,0.334
2015,Holland-Bukit Timah,GRC,Christopher De Souza | Liang Eng Hwa | Sim Ann | Vivian Balakrishnan,PAP,62786,0.666
2015,Hong Kah North,SMC,Amy Khor Lean Suan,PAP,19628,0.7476
2015,Hong Kah North,SMC,Ravi Philemon,SPP,6627,0.2524
2015,Hougang,SMC,Lee Hong Chuang,PAP,9565,0.4234
2015,Hougang,SMC,Png Eng Huat,WP,13027,0.5766
2015,Jalan Besar,GRC,Chan Sio Phing Frieda (Zeng Xiao Ping) | L Somasundaram | Redzwan Hafidz Abdul Razak | Sim Tian Hock (Shen TianFu),WP,30302,0.3225
2015,Jalan Besar,GRC,Heng Chee How | Lily Neo | Denise Phua Lay Peng | Yaacob Ibrahim,PAP,63644,0.6775
2015,Jurong,GRC,Ang Wei Neng | Desmond Lee | Rahayu Binte Mahzam | Tharman Shanmugaratnam | Tan Wu Meng,PAP,95228,0.7929
2015,Jurong,GRC,Foo Ming Jin David | Sukdeu Singh | Tan Peng Aann| Wong Chee Wai | Wong Soon Hong,SGF,24869,0.2071
2015,MacPherson,SMC,Chen JiaXi,WP,8833,0.3359
2015,MacPherson,SMC,Cheo Chai Chen,NSP,215,0.0082
2015,MacPherson,SMC,Tin Pei Ling,PAP,17251,0.656
2015,Marine Parade,GRC,Fatimah Binte Abdul Lateef | Goh Chok Tong | Seah Kian Peng | Tan Chuan-Jin | Tong Chun Fai Edwin Charles,PAP,85138,0.6407
2015,Marine Parade,GRC,Firuz Khan | He Tingru | Ng Foo Eng | Terence Tan | Yee Jenn Jong,WP,47753,0.3593
2015,Marsiling-Yew Tee,GRC,Damanhuri Bin Abas | Lim Boon Heng | Tan Liang Joo John | Wong Souk Yee,SDP,31185,0.3127
2015,Marsiling-Yew Tee,GRC,Halimah Yacob | Ong Teng Koon | Lawrence Wong | Alex Yam Ziming,PAP,68546,0.6873
2015,Mountbatten,SMC,Jeannette Chong - Aruldoss,SPP,6004,0.2814
2015,Mountbatten,SMC,Lim Biow Chuan,PAP,15331,0.7186
2015,Nee Soon,GRC,Foo Seck Guan | Gurmit Singh S/O Sadhu Singh | Koh Tiong Yee | Cheryl Loh Xiu Wen | Ron Tan Jun Yen,WP,40841,0.3317
2015,Nee Soon,GRC,K Shanmugam | Kwek Hian Chuan | Lee Bee Wah | Muhammad Faishal Ibrahim | Ng Kok Kwang Louis,PAP,82287,0.6683
2015,Pasir Ris-Punggol,GRC,Abu Bin Mohamed | Harminder Pal Singh S/O Gurcharan Singh | Lim Bak Chuan Desmond | Lim Tung Hee Arthero | Ong Teik Seng | Wong Way Weng,SDA,46550,0.2711
2015,Pasir Ris-Punggol,GRC,Janil Puthucheary | Ng Chee Meng | Sun XueLing | Teo Chee Hean | Teo Ser Luck | Zainal Bin Sapari,PAP,125166,0.7289
2015,Pioneer,SMC,Cedric Foo Chee Keng,PAP,18017,0.7635
2015,Pioneer,SMC,Ong Beng Soon Elvin,NSP,5581,0.2365
2015,Potong Pasir,SMC,Loh Woon Lee Lina,SPP,5368,0.3361
2015,Potong Pasir,SMC,Sitoh Yih Pin,PAP,10602,0.6639
2015,Punggol East,SMC,Charles Chong You Fook,PAP,16977,0.5177
2015,Punggol East,SMC,Lee Li Lian,WP,15818,0.4823
2015,Radin Mas,SMC,Han Hui Hui,Independent,2630,0.1003
2015,Radin Mas,SMC,Kumar S/O Appavoo,RP,3333,0.1272
2015,Radin Mas,SMC,Tan Chin Siong,PAP,20246,0.7725
2015,Sembawang,GRC,Abdul Rasheed S/O Y Abdul Kuthus | Lim Tong Zhen| Ng Chung Hon | Yadzeth Bin Hairis | Yeo Ren-Yuan,NSP,37087,0.2772
2015,Sembawang,GRC,Amrin Amin | Khaw Boon Wan | Lim Wee Kiak | Ong Ye Kung | Vikram Nair,PAP,96718,0.7228
2015,Sengkang West,SMC,Koh Choong Yong,WP,10721,0.3787
2015,Sengkang West,SMC,Lam Pin Min,PAP,17586,0.6213
2015,Tampines,GRC,Baey Yam Keng | Cheng Li Hui | Desmond Choo Pey Ching | Heng Swee Keat | Masagos Zulkifli,PAP,95305,0.7207
2015,Tampines,GRC,Choong Hon Heng | Fong Chin Leong | Lim Tean | Nor Lella Mardiiiah Bte Mohmed | Teo Kway Huang Sebastian,NSP,36943,0.2793
2015,Tanjong Pagar,GRC,Ang Yong Guan | Chirag Praful Desai | Chiu Weng Hoe Melvyn | Mohamad Fahmi Bin Ahmad Rais | Tan Jee Say,SGF,25998,0.2229
2015,Tanjong Pagar,GRC,Chan Chun Sing | Chia Shi-Lu | Indranee Thurai Rajah | Joan Pereira | Melvin Yong Yik Chye,PAP,90635,0.7771
2015,West Coast,GRC,Foo Mee Har | Lim Hng Kiang | Siswaran | Patrick Tay Teck Guan,PAP,71214,0.7857
2015,West Coast,GRC,Kenneth Andrew Jeyaretnam | Noraini Bte Yunus | Soh Guan Soon | Zhu LaiCheng,RP,19426,0.2143
2015,Yuhua,SMC,Grace Fu Hai Yien,PAP,15324,0.7355
2015,Yuhua,SMC,Go Hui Leng,SDP,5512,0.2645
